frame,total_persons,safe,violations
0,2,2,0
1,2,2,0
2,2,2,0
3,2,2,0
4,2,2,0
5,3,3,0
6,2,2,0
7,2,2,0
8,2,2,0
9,4,2,2
10,2,2,0
11,3,3,0
12,3,3,0
13,3,3,0
14,3,3,0
15,3,3,0
16,3,3,0
17,3,3,0
18,3,3,0
19,3,3,0
20,3,3,0
21,3,3,0
22,3,3,0
23,4,2,2
24,3,3,0
25,3,3,0
26,3,1,2
27,3,1,2
28,3,1,2
29,2,2,0
30,3,1,2
31,3,1,2
32,3,1,2
33,3,1,2
34,3,1,2
35,3,1,2
36,3,1,2
37,3,1,2
38,3,1,2
39,3,3,0
40,3,3,0
41,3,3,0
42,3,3,0
43,3,3,0
44,3,3,0
45,3,3,0
46,3,3,0
47,3,3,0
48,3,3,0
49,3,3,0
50,3,3,0
51,3,3,0
52,3,3,0
53,3,3,0
54,3,3,0
55,3,3,0
56,3,3,0
57,3,3,0
58,3,3,0
59,3,3,0
60,3,3,0
61,4,4,0
62,4,4,0
63,4,4,0
64,4,4,0
65,4,4,0
66,4,4,0
67,4,4,0
68,4,4,0
69,4,4,0
70,4,4,0
71,4,4,0
72,4,4,0
73,4,4,0
74,4,4,0
75,4,4,0
76,4,4,0
77,4,4,0
78,4,4,0
79,4,4,0
80,4,4,0
81,4,4,0
82,4,4,0
83,4,4,0
84,4,4,0
85,4,4,0
86,4,4,0
87,4,4,0
88,4,4,0
89,4,4,0
90,4,4,0
91,4,4,0
92,4,4,0
93,4,4,0
94,4,4,0
95,4,4,0
96,4,4,0
97,4,4,0
98,4,4,0
99,4,4,0
100,4,4,0
101,4,4,0
102,5,5,0
103,4,4,0
104,5,5,0
105,5,5,0
106,5,5,0
107,5,5,0
108,6,3,3
109,5,5,0
110,5,5,0
111,5,5,0
112,5,5,0
113,5,5,0
114,6,6,0
115,6,6,0
116,6,6,0
117,6,6,0
118,6,6,0
119,6,6,0
120,6,6,0
121,6,6,0
122,6,6,0
123,6,6,0
124,6,4,2
125,6,4,2
126,5,5,0
127,6,4,2
128,6,4,2
129,6,4,2
130,6,4,2
131,6,4,2
132,6,4,2
133,6,4,2
134,6,4,2
135,6,4,2
136,6,6,0
137,6,6,0
138,6,6,0
139,6,6,0
140,4,4,0
141,5,5,0
142,4,4,0
143,5,5,0
144,5,5,0
145,5,5,0
146,5,5,0
147,5,5,0
148,5,5,0
149,5,5,0
150,5,5,0
151,5,5,0
152,5,5,0
153,5,5,0
154,5,5,0
155,5,5,0
156,5,5,0
157,5,5,0
158,5,5,0
159,5,5,0
160,5,5,0
161,5,5,0
162,5,5,0
163,5,5,0
164,5,5,0
165,5,5,0
166,5,5,0
167,5,5,0
168,5,5,0
169,5,5,0
170,5,5,0
171,5,5,0
172,5,5,0
173,5,5,0
174,5,5,0
175,5,5,0
176,5,5,0
177,5,5,0
