frame,total_persons,safe,violations
178,5,5,0
179,5,5,0
180,4,4,0
181,4,4,0
182,4,4,0
183,4,4,0
184,4,4,0
185,4,4,0
186,4,4,0
187,4,4,0
188,4,4,0
189,3,3,0
190,3,3,0
191,3,3,0
192,3,3,0
193,3,3,0
194,3,3,0
195,3,3,0
196,3,3,0
197,3,3,0
198,3,1,2
199,3,3,0
200,3,3,0
201,3,3,0
202,3,3,0
203,3,3,0
204,4,2,2
205,4,2,2
206,4,2,2
207,4,4,0
208,4,4,0
209,4,4,0
210,4,2,2
211,4,2,2
212,4,2,2
213,5,1,4
214,5,1,4
215,4,2,2
216,4,2,2
217,4,2,2
218,4,2,2
219,4,2,2
220,5,1,4
221,5,1,4
222,5,1,4
223,5,1,4
224,4,2,2
225,4,2,2
226,4,2,2
227,4,2,2
228,4,2,2
229,4,2,2
230,4,2,2
231,4,2,2
232,4,2,2
233,4,2,2
234,4,2,2
235,4,2,2
236,4,2,2
237,4,2,2
238,3,3,0
239,3,3,0
240,3,3,0
241,3,3,0
242,3,3,0
243,3,3,0
244,3,3,0
245,3,3,0
246,3,3,0
247,3,3,0
248,3,3,0
249,3,3,0
250,3,3,0
251,3,3,0
252,3,3,0
253,3,3,0
254,3,3,0
255,3,3,0
256,3,3,0
257,3,3,0
258,3,1,2
259,3,1,2
260,3,1,2
261,3,1,2
262,3,1,2
263,3,1,2
264,3,1,2
265,3,1,2
266,3,1,2
267,3,1,2
268,3,1,2
269,3,1,2
270,3,1,2
271,3,1,2
272,3,1,2
273,2,2,0
274,2,2,0
275,2,2,0
276,2,2,0
277,2,2,0
278,2,2,0
279,2,2,0
280,2,2,0
281,2,2,0
282,2,2,0
283,2,2,0
284,2,2,0
285,1,1,0
286,1,1,0
287,1,1,0
288,1,1,0
289,2,0,2
290,1,1,0
291,2,0,2
292,2,0,2
293,2,0,2
294,2,0,2
295,2,0,2
296,2,0,2
297,2,0,2
298,2,0,2
299,2,2,0
300,2,2,0
301,2,2,0
302,2,2,0
303,2,2,0
304,2,2,0
305,2,2,0
306,2,2,0
307,2,2,0
308,2,2,0
309,2,2,0
310,2,2,0
311,2,2,0
312,2,2,0
313,2,2,0
314,1,1,0
315,2,2,0
316,2,2,0
317,2,2,0
318,1,1,0
319,1,1,0
320,1,1,0
321,1,1,0
322,1,1,0
323,1,1,0
324,1,1,0
325,2,2,0
326,1,1,0
327,1,1,0
328,1,1,0
329,1,1,0
330,1,1,0
331,1,1,0
332,1,1,0
333,1,1,0
334,2,2,0
335,2,2,0
336,2,2,0
337,1,1,0
338,2,2,0
339,1,1,0
340,2,2,0
341,2,2,0
342,2,2,0
343,2,2,0
344,2,2,0
345,2,2,0
346,2,2,0
347,2,2,0
348,2,2,0
349,2,2,0
350,2,2,0
351,2,2,0
352,2,2,0
353,2,2,0
354,2,2,0
355,2,2,0
356,2,2,0
357,2,2,0
358,1,1,0
359,2,2,0
360,1,1,0
361,1,1,0
362,2,2,0
363,2,2,0
364,2,2,0
365,3,3,0
366,3,3,0
367,3,3,0
368,3,3,0
369,2,2,0
370,2,2,0
371,2,2,0
372,2,2,0
373,2,2,0
374,2,2,0
375,2,2,0
376,1,1,0
377,2,2,0
378,2,2,0
379,2,2,0
380,2,2,0
381,3,3,0
382,3,3,0
383,3,3,0
384,3,3,0
385,3,3,0
386,3,3,0
387,2,2,0
388,3,3,0
389,3,3,0
390,3,3,0
391,3,3,0
392,3,3,0
393,2,2,0
394,3,3,0
